movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
Impostor,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",95,6.1,33,24277,61.0
Futureworld,,PG,"['Sci-Fi', ' Thriller']",108,5.7,46,11468,57.0
Flu,,Not Rated,"['Action', ' Drama', ' Sci-Fi']",122,6.6,40,14122,66.0
Children of the Sea,,Not Rated,"['Animation', ' Adventure', ' Fantasy']",111,6.5,74,3433,65.0
Kingsglaive: Final Fantasy XV,,PG-13,"['Animation', ' Action', ' Adventure']",110,6.7,35,22747,67.0
Agent Cody Banks 2: Destination London,,PG,"['Action', ' Adventure', ' Comedy']",100,4.5,32,15602,45.0
Fast Color,,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",100,6.1,64,6818,61.0
Eloise,,R,"['Horror', ' Mystery', ' Sci-Fi']",89,4.6,15,4466,46.0
World on a Wire,,Not Rated,"['Crime', ' Mystery', ' Sci-Fi']",212,7.7,76,6534,77.0
Atlas Shrugged II: The Strike,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",111,5.3,26,7499,53.0
At the Earth's Core,,PG,"['Adventure', ' Fantasy', ' Sci-Fi']",89,5.0,32,5224,50.0
Summer Wars,,PG,"['Animation', ' Action', ' Adventure']",114,7.4,63,31032,74.0
Poison,,R,"['Drama', ' Horror', ' Romance']",85,6.3,67,4823,63.0
Proxima,,,"['Adventure', ' Drama', ' Sci-Fi']",107,6.3,71,8470,63.0
Strawberry Mansion,,,"['Adventure', ' Fantasy', ' Romance']",91,6.4,74,1819,64.0
Free Birds,,PG,"['Animation', ' Adventure', ' Comedy']",91,5.8,38,25286,58.0
The Bride,,PG-13,"['Fantasy', ' Horror', ' Romance']",118,5.4,30,3400,54.0
Starfish,,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",101,5.1,74,3542,51.0
Ghost in the Shell 2: Innocence,,PG-13,"['Animation', ' Drama', ' Mystery']",100,7.4,66,39624,74.0
Wing Commander,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",100,4.3,21,17197,43.0
Godzilla: King of the Monsters!,,Not Rated,"['Action', ' Horror', ' Sci-Fi']",80,6.3,60,8421,63.0
Trancers,,PG-13,"['Action', ' Sci-Fi']",76,6.0,64,7205,60.0
Kids vs. Aliens,,TV-MA,"['Horror', ' Sci-Fi']",75,5.1,51,1120,51.0
The Powerpuff Girls Movie,,PG,"['Animation', ' Action', ' Adventure']",73,6.5,65,10693,65.0
Robot & Frank,,PG-13,"['Comedy', ' Crime', ' Drama']",89,7.0,67,65221,70.0
Return from Witch Mountain,,G,"['Adventure', ' Family', ' Fantasy']",95,5.7,51,5478,57.0
Escape from Planet Earth,,PG,"['Animation', ' Adventure', ' Comedy']",89,5.8,35,26460,58.0
Atlas Shrugged: Who Is John Galt?,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",99,4.3,9,3748,43.0
The Astronaut Farmer,,PG,"['Adventure', ' Drama', ' Sci-Fi']",104,6.3,55,23084,63.0
Ratchet & Clank,,PG,"['Animation', ' Action', ' Adventure']",94,5.5,29,11541,55.0
Extinction,,R,"['Action', ' Adventure', ' Drama']",112,5.8,46,17593,58.0
Smilla's Sense of Snow,,R,"['Crime', ' Drama', ' Mystery']",121,6.3,45,14899,63.0
Cabin Fever 3: Patient Zero,,Not Rated,"['Horror', ' Sci-Fi']",91,4.4,30,8111,44.0
Universal Soldier: Regeneration,,R,"['Action', ' Adventure', ' Sci-Fi']",97,5.3,70,26209,53.0
Lawnmower Man 2: Beyond Cyberspace,,PG-13,"['Action', ' Sci-Fi', ' Thriller']",93,2.5,29,9936,25.0
Monsters: Dark Continent,,R,"['Action', ' Drama', ' Horror']",119,4.3,42,10966,43.0
24 Hours to Live,,R,"['Action', ' Sci-Fi', ' Thriller']",93,5.8,37,15510,58.0
Frankenstein's Army,,R,"['Horror', ' Sci-Fi']",84,5.3,49,8965,53.0
Voyage to the Bottom of the Sea,,PG,"['Action', ' Adventure', ' Sci-Fi']",105,6.0,49,6494,60.0
Hard to Be a God,,Not Rated,"['Drama', ' Sci-Fi']",177,6.6,93,6150,66.0
New Order,,R,"['Crime', ' Drama', ' Sci-Fi']",86,6.5,62,8814,65.0
Metropolis,,PG-13,"['Animation', ' Adventure', ' Drama']",108,7.2,75,22161,72.0
Comet,,R,"['Comedy', ' Drama', ' Romance']",91,6.7,52,19251,67.0
Fido,,R,"['Comedy', ' Drama', ' Horror']",93,6.7,70,29810,67.0
Bats,,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",91,4.0,23,11005,40.0
The Strongest Man in the World,,G,"['Comedy', ' Family', ' Sci-Fi']",92,5.9,63,3576,59.0
Rememory,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",111,6.1,48,17393,61.0
Steamboy,,PG-13,"['Animation', ' Action', ' Adventure']",126,6.8,66,18358,68.0
If You Were the Last,,,"['Romance', ' Sci-Fi']",89,8.7,70,34,87.0
Big Ass Spider!,,PG-13,"['Action', ' Adventure', ' Comedy']",80,5.3,53,7588,53.0
Grabbers,,Not Rated,"['Action', ' Adventure', ' Comedy']",94,6.3,62,19054,63.0
Evangelion: 3.0 You Can (Not) Redo,,TV-14,"['Animation', ' Action', ' Drama']",96,6.9,45,17344,69.0
Ghost in the Machine,,R,"['Horror', ' Sci-Fi', ' Thriller']",95,4.6,34,4069,46.0
Earth to Echo,,PG,"['Adventure', ' Family', ' Sci-Fi']",91,5.7,53,19525,57.0
Will-o'-the-Wisp,,Unrated,"['Comedy', ' Fantasy', ' Musical']",67,6.1,72,774,61.0
Synchronicity,,R,"['Drama', ' Mystery', ' Romance']",101,5.5,39,11149,55.0
Teknolust,,R,"['Comedy', ' Drama', ' Romance']",85,5.3,43,1854,53.0
Butt Boy,,TV-MA,"['Crime', ' Sci-Fi', ' Thriller']",99,5.6,56,2015,56.0
Save Yourselves!,,R,"['Adventure', ' Comedy', ' Sci-Fi']",93,5.8,67,7817,58.0
I'm Totally Fine,,TV-MA,"['Comedy', ' Drama', ' Sci-Fi']",83,5.9,62,926,59.0
Empire of the Ants,,PG,"['Adventure', ' Horror', ' Sci-Fi']",89,4.2,26,5187,42.0
The Unthinkable,,,"['Action', ' Romance', ' Sci-Fi']",129,6.0,66,8740,60.0
The Dungeonmaster,,PG-13,"['Fantasy', ' Horror', ' Sci-Fi']",73,4.5,11,2704,45.0
Jetsons: The Movie,,G,"['Animation', ' Comedy', ' Family']",82,5.5,46,5556,55.0
The Spine of Night,,Not Rated,"['Animation', ' Action', ' Adventure']",93,6.4,58,2589,64.0
Perfect,,,"['Horror', ' Mystery', ' Sci-Fi']",88,3.9,36,1162,39.0
The Wave,,R,"['Sci-Fi', ' Thriller']",87,6.1,51,6315,61.0
Abominable,,R,"['Horror', ' Sci-Fi', ' Thriller']",94,5.1,31,4791,51.0
Ultrasound,,,"['Drama', ' Mystery', ' Sci-Fi']",103,5.8,55,1516,58.0
Crimes of the Future,,Not Rated,"['Comedy', ' Sci-Fi']",63,4.7,58,2794,47.0
Nightmares,,R,"['Horror', ' Sci-Fi']",99,5.7,39,3592,57.0
Devil's Gate,,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",94,5.1,37,6615,51.0
See You Yesterday,,TV-MA,"['Action', ' Adventure', ' Crime']",84,5.3,74,11371,53.0
The Manitou,,PG,"['Horror', ' Sci-Fi']",104,5.3,47,3195,53.0
Bounty Killer,,R,"['Action', ' Comedy', ' Sci-Fi']",92,5.5,48,7393,55.0
God Told Me To,,R,"['Crime', ' Horror', ' Sci-Fi']",91,6.3,55,6256,63.0
Moon 44,,R,"['Action', ' Sci-Fi', ' Thriller']",98,5.0,39,5559,50.0
Digimon: The Movie,,PG,"['Animation', ' Action', ' Adventure']",82,6.0,20,7755,60.0
Modern Problems,,PG,"['Comedy', ' Fantasy', ' Sci-Fi']",93,5.0,27,5706,50.0
Godzilla 2000: Millennium,,PG,"['Action', ' Adventure', ' Drama']",99,6.0,41,8721,60.0
Beneath,,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",90,3.5,40,4988,35.0
Divine Love,,,"['Drama', ' Sci-Fi']",101,6.2,86,2173,62.0
Our House,,PG-13,"['Drama', ' Horror', ' Mystery']",90,5.3,45,8915,53.0
Spaced Invaders,,PG,"['Adventure', ' Comedy', ' Sci-Fi']",100,5.3,38,3851,53.0
Cities of Last Things,,TV-MA,"['Crime', ' Drama', ' Sci-Fi']",106,6.3,66,1991,63.0
Youth Without Youth,,R,"['Drama', ' Fantasy', ' Mystery']",124,6.1,43,13911,61.0
The Specials,,R,"['Action', ' Comedy', ' Fantasy']",82,5.7,38,2469,57.0
Code 46,,R,"['Drama', ' Romance', ' Sci-Fi']",93,6.1,57,20917,61.0
Chariot,,R,['Sci-Fi'],94,3.6,43,580,36.0
The Objective,,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",90,5.4,26,8339,54.0
Pandemic,,TV-MA,"['Action', ' Horror', ' Sci-Fi']",91,4.4,47,8376,44.0
Return to Nuke 'Em High Volume 1,,Not Rated,"['Action', ' Comedy', ' Drama']",85,5.3,40,2271,53.0
Monster Hunt 2,,Not Rated,"['Adventure', ' Comedy', ' Fantasy']",110,5.4,63,1944,54.0
Deathsport,,R,"['Action', ' Drama', ' Sci-Fi']",82,4.1,33,2246,41.0
Alien Abduction,,Not Rated,"['Action', ' Adventure', ' Horror']",85,4.8,46,8716,48.0
The Cured,,R,"['Drama', ' Horror', ' Sci-Fi']",95,5.6,57,9058,56.0
Bokeh,,TV-MA,"['Drama', ' Sci-Fi']",92,5.0,56,7722,50.0
The Damned,,Approved,"['Drama', ' Fantasy', ' Horror']",87,6.6,72,3816,66.0
Kafka,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",98,6.8,46,10359,68.0
The Friendship Game,,,"['Horror', ' Sci-Fi']",87,3.2,26,871,32.0
Let Us In,,,"['Horror', ' Sci-Fi']",84,4.4,56,676,44.0
"Blind Willow, Sleeping Woman",,,"['Animation', ' Drama', ' Sci-Fi']",108,7.1,69,703,71.0
My Hero Academia: Heroes Rising,,PG-13,"['Animation', ' Action', ' Adventure']",104,7.8,70,9228,78.0
The People That Time Forgot,,PG,"['Adventure', ' Sci-Fi']",91,5.4,34,3298,54.0
Offseason,,,"['Drama', ' Fantasy', ' Horror']",83,4.9,55,2392,49.0
MFKZ,,R,"['Animation', ' Action', ' Comedy']",94,6.7,48,4943,67.0
Phoenix Forgotten,,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",87,5.3,33,6771,53.0
Krrish,,Not Rated,"['Action', ' Adventure', ' Sci-Fi']",154,6.4,68,23035,64.0
Godsend,,PG-13,"['Action', ' Drama', ' Fantasy']",102,4.8,24,26189,48.0
Iceman,,PG,"['Drama', ' Sci-Fi']",100,6.1,62,5826,61.0
King Kong vs. Godzilla,,Not Rated,"['Action', ' Adventure', ' Fantasy']",91,5.7,40,10813,57.0
What the #$*! Do We (K)now!?,,Not Rated,"['Documentary', ' Comedy', ' Drama']",109,5.2,38,13756,52.0
Promare,,PG-13,"['Animation', ' Action', ' Adventure']",111,7.0,76,4905,70.0
Real Men,,PG-13,"['Action', ' Comedy', ' Sci-Fi']",85,6.0,47,4579,60.0
The Day of the Dolphin,,PG,"['Drama', ' Sci-Fi', ' Thriller']",104,6.0,40,3415,60.0
Night Raiders,,,"['Action', ' Sci-Fi', ' Thriller']",101,5.3,63,1322,53.0
At First Light,,TV-14,"['Drama', ' Sci-Fi', ' Thriller']",90,5.6,49,4046,56.0
Battle for Terra,,PG,"['Animation', ' Action', ' Adventure']",85,6.5,54,12084,65.0
Petrov's Flu,,Unrated,"['Drama', ' Sci-Fi']",145,6.7,79,2816,67.0
Sssssss,,PG,"['Horror', ' Sci-Fi']",99,5.4,59,3823,54.0
Undead,,R,"['Action', ' Comedy', ' Fantasy']",97,5.4,34,14625,54.0
The Cleanse,,R,"['Comedy', ' Drama', ' Fantasy']",81,5.1,58,3984,51.0
Time Changer,,PG,"['Drama', ' Fantasy', ' Sci-Fi']",95,5.2,26,2743,52.0
A Christmas Horror Story,,Not Rated,"['Fantasy', ' Horror', ' Mystery']",99,5.8,49,11583,58.0
Robot Overlords,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",90,4.6,47,7574,46.0
Godzilla 1985,,PG,"['Action', ' Horror', ' Sci-Fi']",87,6.1,31,6628,61.0
Advantageous,,Not Rated,"['Drama', ' Family', ' Sci-Fi']",90,6.1,59,5820,61.0
Air,,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",95,5.1,33,12404,51.0
Space Station 76,,R,"['Comedy', ' Drama', ' Sci-Fi']",93,4.9,49,8492,49.0
Nr. 10,,,"['Drama', ' Mystery', ' Sci-Fi']",100,6.5,54,1109,65.0
The Wall,,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",108,6.7,67,6677,67.0
Mighty Joe Young,,Approved,"['Adventure', ' Drama', ' Fantasy']",94,7.0,61,5555,70.0
What Planet Are You From?,,R,"['Comedy', ' Sci-Fi']",105,5.6,41,9743,56.0
Space Chimps,,G,"['Animation', ' Adventure', ' Comedy']",81,4.5,36,12223,45.0
Cold Souls,,PG-13,"['Comedy', ' Drama', ' Fantasy']",101,6.4,69,10075,64.0
The Lovers,,R,"['Action', ' Adventure', ' Romance']",109,4.6,19,3378,46.0
Here Alone,,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",98,5.6,59,7749,56.0
Nekrotronic,,R,"['Action', ' Comedy', ' Drama']",99,5.6,25,3623,56.0
4:44 Last Day on Earth,,R,"['Drama', ' Fantasy', ' Sci-Fi']",82,4.6,54,5644,46.0
Metropia,,TV-14,"['Animation', ' Drama', ' Mystery']",86,6.2,47,8005,62.0
The Brother from Another Planet,,R,"['Comedy', ' Sci-Fi']",108,6.8,70,6384,68.0
The Anomaly,,Not Rated,"['Action', ' Mystery', ' Sci-Fi']",97,4.7,27,7703,47.0
Digging Up the Marrow,,Not Rated,"['Comedy', ' Horror', ' Mystery']",89,5.8,45,5638,58.0
The Lost Skeleton of Cadavra,,PG,"['Comedy', ' Horror', ' Sci-Fi']",90,6.8,45,5008,68.0
Incident at Loch Ness,,PG-13,"['Adventure', ' Comedy', ' Fantasy']",94,6.5,62,4314,65.0
Vice,,R,"['Action', ' Sci-Fi', ' Thriller']",96,4.2,17,16890,42.0
Marjorie Prime,,,"['Drama', ' Romance', ' Sci-Fi']",99,6.3,82,6740,63.0
Branded,,R,"['Drama', ' Fantasy', ' Sci-Fi']",106,4.6,20,9255,46.0
Jonathan,,TV-MA,"['Drama', ' Sci-Fi']",100,5.9,62,6513,59.0
+1,,Not Rated,"['Romance', ' Sci-Fi', ' Thriller']",96,5.5,60,8391,55.0
Aqua Teen Hunger Force Colon Movie Film for Theaters,,R,"['Animation', ' Action', ' Adventure']",86,6.7,54,14356,67.0
Vanishing Waves,,Unrated,"['Romance', ' Sci-Fi', ' Thriller']",124,6.0,58,2816,60.0
Patema Inverted,,Not Rated,"['Animation', ' Adventure', ' Drama']",98,7.3,66,9882,73.0
Approaching the Unknown,,R,"['Drama', ' Sci-Fi', ' Thriller']",90,4.9,53,9063,49.0
He-Man and She-Ra: The Secret of the Sword,,G,"['Animation', ' Action', ' Adventure']",100,7.2,31,3168,72.0
Neptune Frost,,,"['Musical', ' Sci-Fi']",105,6.6,83,930,66.0
The Scribbler,,R,"['Mystery', ' Sci-Fi', ' Thriller']",88,5.3,32,5084,53.0
Spriggan,,R,"['Animation', ' Action', ' Adventure']",90,6.5,48,4110,65.0
Fullmetal Alchemist: The Sacred Star of Milos,,TV-PG,"['Animation', ' Action', ' Adventure']",110,6.9,54,5287,69.0
April and the Extraordinary World,,PG,"['Animation', ' Adventure', ' Comedy']",105,7.2,85,8201,72.0
Jack Brooks: Monster Slayer,,R,"['Action', ' Comedy', ' Horror']",85,5.9,46,6569,59.0
Birdboy: The Forgotten Children,,TV-14,"['Animation', ' Drama', ' Sci-Fi']",76,7.2,76,2957,72.0
Antibirth,,Not Rated,"['Comedy', ' Horror', ' Mystery']",94,4.9,56,3529,49.0
The Gracefield Incident,,PG-13,"['Action', ' Horror', ' Mystery']",89,4.2,21,2634,42.0
Kill Switch,,R,"['Action', ' Sci-Fi', ' Thriller']",91,4.7,31,8400,47.0
The Million Dollar Duck,,G,"['Comedy', ' Family', ' Sci-Fi']",89,5.7,45,2562,57.0
Diamantino,,,"['Comedy', ' Drama', ' Fantasy']",96,6.3,75,3103,63.0
Renaissance,,R,"['Animation', ' Action', ' Sci-Fi']",105,6.6,57,16308,66.0
Alien Trespass,,PG,"['Comedy', ' Horror', ' Sci-Fi']",90,5.7,48,4130,57.0
LX 2048,,,"['Drama', ' Sci-Fi', ' Thriller']",103,4.9,61,1840,49.0
Mystery Science Theater 3000: The Movie,,PG-13,"['Comedy', ' Drama', ' Fantasy']",73,7.2,65,18729,72.0
Bug,,PG,"['Horror', ' Mystery', ' Sci-Fi']",99,5.2,42,2581,52.0
The Long Walk,,,"['Drama', ' Horror', ' Mystery']",116,6.9,72,571,69.0
Children of the Damned,,Approved,"['Drama', ' Horror', ' Mystery']",89,6.2,42,4850,62.0
Lazer Team,,PG-13,"['Action', ' Comedy', ' Sci-Fi']",102,5.5,42,9504,55.0
The Terminal Man,,PG,"['Horror', ' Sci-Fi', ' Thriller']",107,5.6,41,2410,56.0
Unidentified Flying Oddball,,G,"['Adventure', ' Comedy', ' Family']",93,5.2,66,1304,52.0
The Girl from Monday,,R,"['Action', ' Comedy', ' Sci-Fi']",84,5.3,45,1087,53.0
Iceman,,R,"['Action', ' Comedy', ' History']",104,4.7,32,3774,47.0
The Omega Code,,PG-13,"['Action', ' Adventure', ' Fantasy']",100,3.5,14,5484,35.0
Dry Ground Burning,,,"['Crime', ' Drama', ' Sci-Fi']",153,6.8,84,166,68.0
Hover,,Not Rated,['Sci-Fi'],86,3.7,40,634,37.0
The Returned,,,"['Crime', ' Drama', ' Horror']",98,5.9,47,8669,59.0
Realive,,Not Rated,"['Drama', ' Sci-Fi']",112,5.9,59,5470,59.0
It's All About Love,,R,"['Drama', ' Romance', ' Sci-Fi']",106,5.3,32,9745,53.0
The Diabolical,,TV-MA,"['Horror', ' Sci-Fi']",86,4.7,25,5703,47.0
Alien Outpost,,Not Rated,"['Action', ' Sci-Fi', ' Thriller']",92,4.7,26,6446,47.0
Lapsis,,,"['Drama', ' Mystery', ' Sci-Fi']",108,6.2,74,2512,62.0
Aftermath,,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",92,4.8,40,2079,48.0
Megiddo: The Omega Code 2,,PG-13,"['Action', ' Adventure', ' Fantasy']",104,3.9,35,2922,39.0
Wonderful Days,,Unrated,"['Animation', ' Action', ' Adventure']",86,6.7,53,9384,67.0
Mondocane,,,"['Action', ' Drama', ' Sci-Fi']",116,6.1,45,651,61.0
Stranded,,Not Rated,"['Horror', ' Sci-Fi']",84,3.5,27,4218,35.0
Curvature,,,"['Mystery', ' Sci-Fi', ' Thriller']",90,4.7,38,2988,47.0
American Hero,,Not Rated,"['Action', ' Comedy', ' Drama']",86,5.0,42,4375,50.0
Jupiter's Moon,,PG-13,"['Drama', ' Fantasy', ' Mystery']",129,6.1,56,3448,61.0
Special,,R,"['Comedy', ' Drama', ' Sci-Fi']",81,6.8,57,5866,68.0
The American Astronaut,,Not Rated,"['Musical', ' Comedy', ' Sci-Fi']",91,6.9,51,3189,69.0
Glasshouse,,,"['Drama', ' Sci-Fi', ' Thriller']",97,5.5,65,713,55.0
Sleep Dealer,,PG-13,"['Drama', ' Romance', ' Sci-Fi']",90,6.0,59,6615,60.0
Son of Kong,,Passed,"['Adventure', ' Family', ' Horror']",70,5.6,50,5022,56.0
Andron,,R,"['Action', ' Sci-Fi']",100,2.7,16,3140,27.0
Blood Glacier,,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",98,5.4,45,3988,54.0
Passion of Mind,,PG-13,"['Drama', ' Mystery', ' Romance']",105,5.5,28,3527,55.0
Escaflowne: The Movie,,PG-13,"['Adventure', ' Animation', ' Drama']",98,6.6,50,3744,66.0
Save the Green Planet!,,Not Rated,"['Comedy', ' Crime', ' Drama']",118,7.2,70,8524,72.0
Riot Girls,,,"['Action', ' Sci-Fi']",81,4.6,59,760,46.0
Stung,,Not Rated,"['Action', ' Adventure', ' Comedy']",87,5.1,46,5170,51.0
The Human Race,,Not Rated,"['Action', ' Comedy', ' Horror']",87,5.0,32,10982,50.0
William,,,"['Adventure', ' Drama', ' Family']",100,5.6,57,612,56.0
CQ,,R,"['Comedy', ' Drama', ' Sci-Fi']",88,6.2,56,5026,62.0
Spark: A Space Tail,,PG,"['Animation', ' Action', ' Adventure']",91,4.4,22,1313,44.0
Volition,,TV-MA,"['Sci-Fi', ' Thriller']",91,5.6,62,2230,56.0
Morons from Outer Space,,PG-13,"['Comedy', ' Sci-Fi']",90,4.5,39,2092,45.0
Appleseed,,R,"['Animation', ' Action', ' Adventure']",101,6.9,40,18392,69.0
Only,,TV-MA,"['Drama', ' Romance', ' Sci-Fi']",98,5.1,53,3723,51.0
Returner,,R,"['Action', ' Adventure', ' Sci-Fi']",116,6.4,36,11471,64.0
Pokémon Heroes,,G,"['Animation', ' Action', ' Adventure']",71,6.0,27,6598,60.0
Kaena: The Prophecy,,PG-13,"['Animation', ' Adventure', ' Family']",85,6.0,40,4122,60.0
Septic Man,,R,"['Horror', ' Sci-Fi']",83,4.1,8,862,41.0
1982,,,"['Drama', ' History', ' Romance']",100,6.7,59,1130,67.0
Minor Premise,,,"['Drama', ' Sci-Fi', ' Thriller']",95,5.1,66,4722,51.0
Stereo (Tile 3B of a CAEE Educational Mosaic),,Not Rated,['Sci-Fi'],65,5.1,42,2432,51.0
The Pink Cloud,,R,"['Drama', ' Sci-Fi']",105,6.0,69,860,60.0
Mysterious Object at Noon,,Not Rated,"['Documentary', ' Drama', ' Fantasy']",89,6.7,74,1657,67.0
Last Words,,,"['Drama', ' Sci-Fi']",126,4.8,50,346,48.0
The Wild Blue Yonder,,Not Rated,['Sci-Fi'],80,6.1,65,3821,61.0
The Institute,,Not Rated,"['Documentary', ' Crime', ' Mystery']",92,6.2,55,1375,62.0
Storage 24,,R,"['Horror', ' Sci-Fi']",87,4.5,52,7369,45.0
Radio Free Albemuth,,R,"['Drama', ' Sci-Fi']",111,5.6,35,1864,56.0
Auggie,,,"['Drama', ' Sci-Fi']",81,5.5,44,623,55.0
The History of Future Folk,,Not Rated,"['Comedy', ' Music', ' Sci-Fi']",86,7.0,67,3656,70.0
Luis and the Aliens,,PG,"['Animation', ' Adventure', ' Comedy']",86,6.0,46,2798,60.0
GoBots: Battle of the Rock Lords,,G,"['Animation', ' Action', ' Adventure']",75,5.4,30,536,54.0
The Dead,,R,"['Action', ' Adventure', ' Drama']",105,5.7,59,9504,57.0
Brand Upon the Brain!,,Not Rated,"['Comedy', ' Drama', ' Fantasy']",95,7.3,79,3649,73.0
Before We Vanish,,R,"['Drama', ' Sci-Fi']",129,6.2,64,2729,62.0
The Mind's Eye,,Not Rated,"['Action', ' Horror', ' Sci-Fi']",87,4.7,55,2003,47.0
Creative Control,,R,"['Drama', ' Sci-Fi']",97,5.4,58,2258,54.0
Almost Human,,Unrated,"['Horror', ' Sci-Fi', ' Thriller']",80,4.7,40,3407,47.0
War of the Worlds: Goliath,,PG-13,"['Animation', ' Action', ' Adventure']",85,5.4,33,1236,54.0
Zebraman,,,"['Action', ' Comedy', ' Sci-Fi']",115,6.5,62,3607,65.0
Mrs. Hyde,,Unrated,"['Comedy', ' Drama', ' Sci-Fi']",95,5.2,60,1625,52.0
My Twentieth Century,,,"['Comedy', ' Drama', ' Sci-Fi']",104,7.1,81,1930,71.0
Eva,,PG-13,"['Adventure', ' Drama', ' Fantasy']",94,6.6,57,10321,66.0
Atomica,,Not Rated,"['Sci-Fi', ' Thriller']",81,4.2,33,2389,42.0
Narcopolis,,Not Rated,"['Mystery', ' Sci-Fi', ' Thriller']",96,4.4,30,1882,44.0
Big Man Japan,,PG-13,"['Action', ' Comedy', ' Sci-Fi']",113,6.2,62,3918,62.0
Skyman,,,['Sci-Fi'],92,5.2,57,281,52.0
Extraterrestrial,,Not Rated,"['Comedy', ' Drama', ' Sci-Fi']",95,5.8,55,4060,58.0
Dead or Alive: Final,,Not Rated,"['Action', ' Crime', ' Drama']",89,5.6,34,2728,56.0
Generation P,,,"['Comedy', ' Drama', ' Sci-Fi']",112,6.7,65,4186,67.0
Anatomy 2,,R,"['Horror', ' Sci-Fi', ' Thriller']",101,5.0,46,3873,50.0
The 11th Green,,Not Rated,"['Drama', ' History', ' Sci-Fi']",108,6.5,68,94,65.0
Labyrinth of Cinema,,,"['Drama', ' History', ' Romance']",179,6.7,82,879,67.0
Closer to God,,,"['Horror', ' Sci-Fi', ' Thriller']",81,4.6,54,1083,46.0
Phantom Boy,,PG,"['Animation', ' Action', ' Adventure']",84,6.6,66,1659,66.0
The Greening of Whitney Brown,,PG,"['Animation', ' Adventure', ' Family']",83,5.2,33,668,52.0
Toad Road,,Unrated,"['Drama', ' Horror', ' Sci-Fi']",76,5.0,54,1399,50.0
Fireworks,,TV-PG,"['Animation', ' Drama', ' Fantasy']",90,5.5,40,3651,55.0
Napping Princess,,,"['Animation', ' Adventure', ' Drama']",111,6.3,69,1505,63.0
Letters from the Big Man,,Not Rated,"['Drama', ' Sci-Fi']",104,6.2,66,218,62.0
Tank 432,,Not Rated,"['Action', ' Horror', ' Mystery']",88,3.3,43,2046,33.0
Hangar 10,,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",87,3.7,28,1614,37.0
Embers,,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",85,5.3,55,2249,53.0
Griff the Invisible,,PG-13,"['Comedy', ' Drama', ' Romance']",90,6.0,49,4986,60.0
Uncle Kent 2,,Unrated,"['Comedy', ' Sci-Fi']",73,5.3,54,245,53.0
From Other Worlds,,,"['Comedy', ' Sci-Fi']",88,4.9,43,266,49.0
Instant Dreams,,,"['Documentary', ' Drama', ' Sci-Fi']",91,6.6,46,1147,66.0
In My Room,,TV-MA,"['Drama', ' Sci-Fi']",119,6.2,84,1205,62.0
